,Titulo,Autor,Referencia,Texto,link
221,José Pablo Coello / Vrabel es 'el bueno',José Pablo Coello,,"Los Titanes de Tennessee, tras un dramático triunfo ante Houston viniendo de atrás, se mantienen con paso perfecto en la presente temporada.Más allá de que las investigaciones de la oficina del comisionado presuntamente encontraron violaciones al protocolo para prevenir contagios de Covid-19 que podrían desembocar en fuertes sanciones para la institución, dentro del terreno de juego, el equipo que dirige Mike Vrabel se ha consolidado como un peso completo de la Conferencia Americana.Los triunfos ante Patriotas y Cuervos en las dos primeras rondas de los Playoffs del 2019, y el hecho de haber tenido a los Jefes contra las cuerdas en el juego por el campeonato de la Conferencia Americana, fueron la primera muestra del potencial de este equipo.Y aunque cuatro de los cinco triunfos que tienen hasta el momento fueron ante equipos con marca perdedora, la forma en la que le pasaron por encima a los Bills y la capacidad de respuesta mostrada ante los Texanos, confirman que volverán a ser un hueso muy duro de roer en Postemporada.A estas alturas, para nadie es un secreto que el éxito de la ofensiva se basa en un potente ataque terrestre encabezado por Derrick Henry.Su capacidad para desgastar a las defensas rivales conforme avanza el partido es única, y tras haber sido el líder corredor de la NFL en el 2019, todo parece indicar que volverá a ser el número uno en yardas por tierra en la presente temporada.Sin embargo, más allá del peso específico de Henry, hay que señalar que Ryan Tannehill se ha convertido, a partir de que Vrabel se arriesgó la titularidad el año anterior, en uno de los mejores mariscales de campo de la Liga, dejando atrás su irregular paso por los Delfines de Miami.Finalmente, Mike Vrabel sigue demostrando que nadie conoce y aprovecha los vericuetos del reglamento mejor que él.Como la muestra más reciente de lo anterior, está el castigo que cometió de manera intencional para detener el reloj, regalarle un primero y diez a los Texanos, e incrementar las posibilidades de que su ofensiva tuviera la oportunidad de empatar el partido en la recta final.Aunque Mike Vrabel nunca trabajó directamente como parte del staff de entrenadores de Bill Belichick, su relación con Bill O'Brien y Romeo Crennel en Houston, así como su paso como jugador por los Patriotas, lo convierten, de alguna forma, en parte del ""árbol de entrenadores"" del popular monje.Y aunque su carrera apenas empieza, todo indica que él podría ser el primer egresado de esa escuela en tener éxito como entrenador en jefe. Twitter: @JosePabloCoello       ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189938&TipoTrans=8
222,Es Urías as angelino,CANCHA / STAFF,Valora equipo al mexicano. Reconoce manager Roberts el desempeño de Julio y su forma de impulsar a la novena,"El as bajo la manga de Dave Roberts, manager de los Dodgers de Los Ángeles, siempre fue el mexicano Julio Urías.Con marca de 4-0 en la postemporada, el sinaloense se convirtió en el sexto lanzador en la historia en terminar un juego 7 de Playoffs con tres entradas en blanco, y lo hizo precisamente frente a los Bravos de Atlanta para definir la Serie de Campeonato.""Julio es bien talentoso, bien inteligente y bien resistente. Lo hemos manejado con algo de cuidado en los últimos cuatro años.""Lo hemos puesto en diferentes roles, algunos de los cuales no le han gustado y que no ha apreciado... lo cual entiendo totalmente. Pero simplemente quiere lanzar, competir y ayudar a los Dodgers a ganar. (El domingo) fue su momento. Yo quería que él terminara ese juego"", comentó Roberts.Para obtener su boleto a la Serie Mundial, la novena angelina confió en el zurdo tricolor, quien retiró a los nueve bateadores que enfrentó de manera consecutiva para adjudicarse la victoria.""Gracias, gracias, gracias. Yo le dije, que estaría listo para lo que fuera y gracias a Dios que confiaron en uno y explotaron los bats y, bendito Dios, estamos del otro lado. ¡Vamos por el grande, ahora sí!"", expresó el lanzador.Junto con Urías, el pitcher nayarita Víctor González también disputará su primer Clásico de Otoño, en el año de su debut.  SERIE MUNDIAL Tampa Bay - LA DodgersJuego 1 / 7:00 p. m.Canal 9, Foxsports, ESPNAbre Tyler Glasnow por Tampa Bay y Clayton Kershaw por LA Dodgers  Con Dodgers El Presidente Andrés Manuel López Obrador prevé que los Dodgers de Los Ángeles ganen la Serie Mundial que inicia hoy.""Voy Dodgers para que sea campeón de la Serie Mundial de este 2020"", indicó ayer en un video en redes sociales.El mandatario reconoció la labor del lanzador mexicano Julio Urías el domingo para que los Dodgers lograran el pase al Clásico de Otoño.     ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189981&TipoTrans=8
223,Dodgers son los favoritos,Marco Arellano,Apuestas,"Los Dodgers de Los Ángeles son los favoritos para ganar la Serie Mundial 2020 que arranca hoy en Arlington, Texas.La casa de apuestas en línea Caliente coloca al equipo de California con un -200, mientras que Tampa Bay está con +165.¿Esto qué quiere decir? Que, si ante estas cifras, por ejemplo, se apuestan mil pesos a que la novena en la que juegan los mexicanos Julio César Urías y Víctor González se lleva el trofeo, se ganarán mil 500 pesos; mientras que los Rays darían una ganancia de 2 mil 650 pesos si ganan el título.Entre las apuestas disponibles están el resultado correcto de la serie. Si Los Ángeles barren, es decir, que ganen los primeros cuatro duelos al hilo, por cada mil pesos se obtienen 8 mil y si los Rays hacen lo propio la paga es de 23 mil.Si la Serie Mundial se llega a definir en un séptimo juego, Dodgers hará ganar 5 mil 500 pesos y Tampa Bay dará 6 mil 500.Otras líneas de apuestas son: cuándo termina la serie, a partir del juego cuatro; quién gana la serie por remontada, cómo va la serie después de los primeros tres o cuatro encuentros y quién va ganando la serie después del juego 3 o 4. Twitter: @MArellanoCANCHA  ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189982&TipoTrans=8
224,David Faitelson / Con 'el espíritu' de Fernando...,David Faitelson,,"Lo primero que le preguntaron a Mike Brito en aquel verano del año 2012 fue si se trataba del siguiente Fernando Valenzuela.""Eso es muy difícil de saber"", respondió a los periodistas el jocoso buscador cubano, llevándose su tradicional habano a la boca. ""Lo único que puedo decirles es que este chico va a ser una estrella"".Julio César Urías Acosta nació el 12 de agosto de 1996 en Culiacán, Sinaloa. Desde un inicio, nada ha sido sencillo para él, empezando por la comparación inmediata con quien ha sido el mejor pitcher en la historia del beisbol mexicano y continuando con una serie de lesiones que no le han permitido la continuidad en los comienzos de su carrera. Los mayores problemas ocurrieron no a partir de su poderoso brazo zurdo, sino en su ojo izquierdo, en el que se tuvieron que realizar 3 intervenciones quirúrgicas para remover una masa benigna.Eso, y quizá una noche -fueron horas en las que pagó una fianza de 20 mil dólares- en la comisaría de Los Ángeles acusado de violencia doméstica luego de un altercado donde habría empujado a su novia, han sido parte de un complejo comienzo como ligamayorista.Pero el principal reto de Urías sigue siendo el mismo desde que tenía 12, 13, 14 años de edad y lanzaba en las Ligas infantiles: Fernando Valenzuela.""Ese muchacho no puede lanzar con semejante carga"", me confía Brito. ""Siempre he dicho que Valenzuela hubo uno y que no habrá otro como él, pero la gente insiste en compararlos. Y no es que Julio no esté listo para ello, pero no, no es justo"".Fue y regresó del bullpen el año pasado hasta que en esta temporada recortada por la pandemia, tras ganar un arbitraje que le dio la ocasión de ganar un millón de dólares en su última temporada de contrato con la novena azul, el manager Dave Roberts le dio la pelota como abridor. Urías respondió con marca de 3-0 y 3.27 de efectividad en 11 juegos, pero ha sido en los playoffs donde ha mostrado todo el potencial que los expertos veían en él.Se convirtió en el primer mexicano en ganar 6 juegos de postemporada, el primero que obtiene 4 victorias en una sola postemporada y también el primer mexicano en ganar un juego 7 de playoffs, como ocurrió el domingo ante los Bravos de Atlanta en la serie por el campeonato de la Liga Nacional. Cuando los Dodgers buscaban a su superestrella Clayton Kershaw, se encontraron con Urías que ha resuelto los problemas desde la lomita.Lo más impresionante de Urías hoy no es una recta que puede rebasar las 95 millas por hora o quizá esa curva que es capaz de moverse horizontalmente y que tanto desconcierto generara en los bateadores. Lo mejor que ha mostrado es el temple, el carácter para colocarse sobre el montículo -convertido en un volcán en erupción- y desde ahí lanzar strikes, dominar a los contrarios y mantener la ilusión de que el agónico ayuno de más de 2 décadas de una de las grandes franquicias del beisbol está por terminar. Increíble, pero esa era la misma condición que los aficionados amaban de Valenzuela: su personalidad en las situaciones más apremiantes del juego.Y Julio César Urías no es Fernando Valenzuela. Jamás lo será, pero mientras lance con su espíritu y en algún momento volteé hacia el cielo como lo hacia el ""Toro de Etchohuaquila"", la esperanza se mantendrá... Twitter: @Faitelson_ESPN       ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189907&TipoTrans=8
225,Colaborador Invitado / Carlos A. Velázquez: La mejor época del año,Colaborador Invitado,COLUMNA INVITADA,"Con el otoño llega la época del año más emocionante, aunque todo el 2020 no deja de ser una montaña rusa con la pandemia, la cual ha modificado nuestras vidas.Es tiempo de Serie Mundial, una reducida por el Covid-19 y en la que después de 60 partidos, llegan los dos equipos que ganaron más encuentros y que demostraron durante la Postemporada el por qué eran, tanto Dodgers como Rays, los favoritos para avanzar al Clásico de Otoño.Por la Liga Americana, el equipo de Tampa Bay confirmó que no es necesaria una gran inversión para llegar lejos en las Mayores, pues con el roster 28 de los 30 en cuestión de nómina, alcanzaron la segunda Serie Mundial de su historia e intentarán ganarla por primera ocasión, con jugadores como el cubano Randy Arozarena, el coreano Ji-Man Choi, y una rotación de miedo con Blake Snell y Tyler Glasnow como principales lanzadores.Por parte de los ganadores de la Liga Nacional, los Dodgers, llegan a su tercer Clásico de Otoño en cuatro años, tratando de desaparecer una sequía de títulos de más de tres décadas con jugadores clave como Mookie Betts, Cody Bellinger, Walker Buehler y los mexicanos Julio Urías y Víctor González.La mesa está puesta, sólo queda desear que ambas novenas regalen a los aficionados siete juegos del mejor beisbol del planeta. Twitter: @CVelazqueCANCHA     ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189909&TipoTrans=8
226,Carlos 'Warrior' Guerrero / Cinco triunfos no les bastan,Carlos 'Warrior' Guerrero,,"Tigres suma cinco partidos ganados de forma consecutiva y no faltará quien diga que de igual manera llegó a ligar cinco encuentros sin conocer la victoria.No puede uno remarcar que es el equipo con mejor repunte porque, algún sabio de la materia saldrá a gritonear que de nada sirve su ascendente estadística si no consigue el título.Cuidado si alguien se atreve a señalar que Tigres despertó porque de inmediato arrojarán el balde de agua helada diciendo que no brindan espectáculo.- Oye pero, son cinco partidos sin recibir un solo gol.- Es que son defensivos.¡Caray! Cuánto daño les hace Tigres, cuánto escozor genera, cuánta envidia provoca, cuánto les duele su modus operandi y cuánto empacho les causa saberlos tan dominantes de un sistema de competencia que tienen quirúrgicamente controlado.Qué bueno que de Rayados no se habla tanto en la presente campaña porque no quisiera ni saber cómo reaccionaría el medio en general si las portadas y la conversación la tuvieran los regios por encima de todos.Qué argumentos tan baratos y estériles aquellos de ""pero no brinda espectáculo"", ""pero no emociona"", ""pero es aburrido"". Yo me pregunto. ¿Y el resto? Si en esas mediciones nos basamos, ¿cómo andarán los otros equipos? A Pumas se le alaba y a Lillini casi se le esculpe un busto de cobre por tan sorprendentes resultados, pero nadie habla de si genera sensaciones extraordinarias, si promueve un juego espectacular o si mantiene al filo de la butaca a todos los televidentes los domingos al mediodía.Si a esas vamos, sólo un equipo en todo el circuito del futbol mexicano genera emociones constantes en casa y fuera de ella. Sólo uno de 18. Y lo lleva haciendo desde hace dos o tres o más torneos. Me refiero al León. Es ofensivo, es agradable, sabe a lo que juega, es preciso, eficiente y tiene sociedades muy marcadas.¿Por qué tendría que ser Tigres el más obligado a cautivar y a seducir si no se cansan de decir que es un equipo chico? ¡Decídanse entonces!Le dicen chico, pero lo critican como grande. Le dicen aburrido, pero todos están al pendiente, deseosos de verlo caer para encender la maquinaria de burlas. Concluyen tajantemente que da flojera verlo sin darse cuenta que con esos comentarios le están exigiendo más que a cualquiera.Ojalá a Chivas se le presionara así. Otro futbol mexicano tendríamos.La crítica incendiaria hacia Tigres, hacia Rayados y al futbol regio en general, es sistemática. Algunos han encontrado en ello el nicho perfecto para ganar popularidad y cierta relevancia. Pegarle al que responde para causar ruido y terminar siendo el centro de atención.Ahora resulta que espectaculares son todos y que Tigres es el único que rompe la norma. ¡Por favor! Ni Rayados ni Tigres son indiferentes. Cada vez se incrustan más fuerte y profundo.Son el gusto culposo de muchos. Acéptenlo. Twitter: @CARLOSLGUERRERO       ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189910&TipoTrans=8
227,Tribuna Abierta,Martín Salvidea Palma / Ciudad de México,,"El catenaccio de Vucetich  Víctor Manuel Vucetich, director técnico de las Chivas, va ganando 3-0 al Atlas, pero se preocupa tanto por defenderse que refuerza la contención e incrusta un tercer central.Ni el legendario técnico argentino, Helenio Herrera, lo hubiera imaginado con su catenaccio.MARTÍN SALVIDEA PALMACiudad de México   Ésta es la cancha de los lectores.Envíanos por correo electrónico tus sugerencias, comentarios y opiniones escribiendo en cancha@reforma.com o deja tu mensaje en el 5628-7207   Mañana: Roberto Gómez Junco y Félix Fernández       ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189911&TipoTrans=8
228,San Cadilla,,,"LA FALTA DE TACTO GENERA DEMANDAS  Luego de la demanda de José Antonio García en contra del Club Universidad, nuevamente el escándalo azota al futbol nacional y a la Liga BBVA que sigue sin aprender de los errores del pasado, y demostrando que llevar las cosas a la citada Comisión de Controversias en muchas ocasiones es como hablar con la pared.El punto es que ahora el asunto ya escaló al TAS y van a ir ante la Organización Internacional del trabajo, y si la cosa no se arregla, la FMF va a ser exhibida ante la FIFA.Esta nueva querella me hace recordar lo ocurrido con Carlos Sánchez, el defensa del América que sufrió un infarto cerebral en el año 2008, y al paso del tiempo entró en un litigio con las Águilas porque con todo tipo de engaños terminaron por darle un finiquito de 3 meses y con ello quisieron lavarse las manos de una negligencia médica.En este caso de Toño García, el trato que recibió de los directivos de Pumas fue igual, le cerraron las puertas, no se dignaron ni a recibirlo, a darle un seguimiento al tema.Si alguien del cuerpo médico o del área de rehabilitación falló, pues hay que salir y poner el pecho para enmendar los errores, pero no decirle 'tuviste mala suerte, te tocó a ti, lástima, nosotros cumplimos porque te pagamos las operaciones y si quieres demándanos'.Así de simple quisieron borrar de un plumazo los meses de sufrimiento, los dolores que no dejan dormir a un tipo de solo tuvo entrega, buenos modales y una fe ciega en el cuadro universitario, siguiendo los valores que le enseñaron en el club desde que era un niño.Sabían que algo andaba mal en el área médica y de rehabilitación, y no hicieron nada, incluso Toño García dijo que ahí estaban los casos de Martín Bravo y Gerardo Alcoba que no terminaban de quedar bien por la falla en estos departamentos, incluso si me preguntan les digo que hay varios jugadores que tuvieron que buscar opciones fuera de la institución para aliviar sus lesiones.Si el departamento no está a la altura de un Club que quiere estar entre los grandes algo debe de hacerse, está bien que haya practicantes o novatos, después de todo es como si fuera una extensión de la Máxima Casa de Estudios, pero también debe haber un maestro, un experto que les enseñe el camino.Que años aquellos en que el área de fisioterapia y rehabilitación estaba comandada por Horacio Lima (QEPD), que era de los mejores.A Toño García le hubiera gustado más ver el lado humano de la directiva, una palmada en la espalda, una llamada para ver cómo iba, en qué podían ayudarlo, no la cantaleta de una auxiliar administrativa diciéndole ""ya mero sale el pago de tus rehabilitaciones"", que por cierto nunca salió ni llegó, y el ex jugador tuvo que poner todo lo que ganó para cubrir una clínica que le sigue dando terapias, aunque ahora le hace falta una operación más.¿Será que algo tuvo que ver el hecho de que a la llegada de la nueva dirigencia, el club se quedó sin seguro de gastos médicos por algunas semanas?La institución no merece ser golpeada por el fallo de un grupo de personas que cuidaron lo económico, que se olvidaron del ser humano y no valoraron lo que podía venir, y esto va desde el propio Antonio Sancho que fue el primer en mandar por un tubo a Toño García.  PURA PRESENCIA  Ayer sonó fuerte a nivel nacional el lamentable caso del ex jugador de Pumas, Toño García, quien actualmente está en silla de ruedas luego de cuatro operaciones y una mala rehabilitación de parte del club. Eso es lo que el ex futbolista y sus abogados señalan.Bueno, pues ayer -en la videoconferencia que hicieron- apareció Alvaro Ortiz, presidente de la Asociación Mexicana de Futbolistas, sin embargo ellos no tienen nada que ver en el proceso jurídico que lleva el jugador.Ayer ellos aparecieron, pero para el apoyo moral y cuestiones de la videoconferencia de prensa. Nada más.Los que están detrás del proceso legal que lleva el ex jugador de Pumas son los abogados colombianos Juan Carlos Vásquez y Daniel Apaza. Ellos tienen una firma llamada VM Soccer Colombia SAS, especializada en derecho del futbol y derecho laboral deportivo.""Ellos no tienen nada que ver con el área jurídica de la asociación de futbolistas y son buenos, así es que Toño está bien asesorado con ellos"", me contó mi Judas Abogado.  ¿LOS SIGUIENTES? Ahora que Necaxa, Maza- tlán FC y Puebla ya tienen luz verde para permitir afición en sus estadios, me enteré que el Club Pachuca estaría ya en pláticas con las autoridades sanitarias del Estado de Hidalgo para saber qué posibilidades existen de recibir afición en las siguientes semanas.Recordemos que en Pachuca, así como en el resto del estado, el semáforo se mantiene en color naranja con probabilidades altas de contagio, no digo que vayan a abrir mañana o en la próxima jornada, pero sí es verdad que están en conversaciones para saber cuáles son los escenarios para las siguientes semanas.Acá el tema es que los directivos de Pachuca, encabezados por Jesús Martínez Patiño, no quieren arriesgar para nada a los aficionados Tuzos, y por ello necesitan que el Estadio Hidalgo esté más que listo cuando den luz verde.""Sanca, acá la directiva se está tomando muy en serio esto del virus y no se quieren apresurar. Realmente preocupó que tuviéramos un positivo antes del partido contra Santos, y eso puede retrasar aún más la decisión, que por cierto, también va a depender de la televisora que tiene los derechos"", me comentó mi Judas Tuzo.Lo que me queda claro es que ahora que la Liguilla se acerca, algunos equipos podrían recibir su regalo de Navidad adelantado con el regreso de los aficionados a las tribunas. Mail: san.cadilla@reforma.com Twitter: @SanCaReforma       ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189908&TipoTrans=8
229,Maquinaria ofensiva,Diego Martínez,"Tiene Tennessee tridente de miedo. Apoyados por el trabajo de su mariscal de campo, corredor y receptor estrellas, Titanes sigue invicto","Los Titanes siguen invictos y gran parte se debe a la máquina ofensiva que se cargan.Tennessee, uno de los tres invictos que quedan en la campaña de la NFL, lleva marca de 5-0 y las buenas cifras que presume se le pueden atribuir al accionar de su quarterback Ryan Tannehill y el corredor Derrick Henry.Por ejemplo, este fin de semana Tannehill lanzó para 364 yardas y cuatro touchdowns ante los Texanos, mientras que Henry sumó 264 yardas totales (212 terrestres y 52 por pase), además de agregar dos anotaciones por tierra, una de ellas de 94 yardas.Además, los Titanes presumieron un tridente a la ofensiva de miedo en la victoria 42-36 ante Houston, pues a ese par se sumó el ala cerrada Anthony Firkser, quien tuvo 113 yardas por pase y un pase de anotación.La franquicia que comanda el head coach Mike Vrabel se convirtió en el tercer equipo en la historia de la NFL con tener en un mismo juego a un pasador con al menos 300 yardas, un corredor con al menos 200 yardas y un receptor con al menos 100 yardas.Los únicos que lo habían logrado habían sido los Browns de Cleveland, el 16 de septiembre de 2007, y los Jefes de Kansas City, el 1 de enero de 2006.La ofensiva de Titanes, líder del Sur de la AFC, es segunda en puntos anotados de toda la Liga con 32.8 por duelo, solamente superados por Seattle (33.8), mientras que en yardas totales promedian por partido 422, segundos de la NFL.Solamente son superados por los Vaqueros de Dallas con 488 yardas por juego. Twitter: @DMartinezCANCHA    ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189993&TipoTrans=8
230,Mucho más que Mahomes,,Son 'Jefazos',"ORCHARD PARK, EU (AP).- El novato Clyde Edwards-Helaire mostró a su nuevo compañero Le'Veon Bell y al resto de la NFL lo dominante que es el ataque terrestre de los Jefes de Kansas City.Edwards-Helaire tuvo 161 yardas por tierra impulsando a los actuales campeones del Súper Tazón a una victoria por 26-17 sobre los Bills de Buffalo en un juego que estaba originalmente programado para el jueves de la semana pasada.La semana pasada, Kansas City añadió una nueva arma a su ofensiva de alto calibre luego de adquirir a Bell días después de que fue liberado por los Jets. Se tiene previsto que Bell debute este fin de semana contra Denver.Patrick Mahomes completó 21 de sus 26 pases para 225 yardas. Su primer pase de anotación de dos que tuvo para Kelce fue el nonagésimo de su carrera en su juego número 37, rompiendo el récord de la NFL de la menor cantidad de partidos para registrar 90 pases de touchdown.El miembro del Salón de la Fama Dan Marino tenía el récord anterior en 40 partidos.Los Jefes se colocaron con una foja de 5-1 por tercera ocasión en cuatro campañas.Buffalo (4-2) perdió su segundo partido al hilo.   (5-1) Kansas City 26-17 Búfalo (4-2) 1 2 3 4 TJefes 7 6 7 6 26Bills 3 7 0 7 17 SEMANA 7 Kansas City vs. Denver2:25 p. m.Búfalo vs. NY Jets11:00 p. m.      ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189994&TipoTrans=8
231,Cifras NFL,,,SEMANA 6 Juegos disputados14 Ganados por locales7 Touchdows totales77 Goles de campo43 Capturas de QB54 Intercepciones27 QB con 300 yd6 Jug. 100 yd acarreo9 Jug. 100 yd recepción10  DAK PRESCOTT ( DALLAS) PasesCompletosYardasTdInt222151185694 LÍDERES POR PASEJUGADOR (EQ.)PCYDTDIM. Ray (ATL)2441541843113D. Watson (HOU)2001371786135G. Minshew II (JAX)2401621682115T. Bridgewater (CAR)206146167665   POR CARRERA DERRICK HENRY (TENNESSEE) CarrerasYardasTouchdowns1245886 Jugador (Eq)CaYdTDD. Cook (MIN)924897R. Jones II (TB)974723M. Sanders (FIL)714343J. Mixon (CIN)1194283   POR RECEPCIÓN ROBBY ANDERSON (CAROLINA) RecepcionesYardasTouchdowns405661Jugador (Eq.)RYdTDC. Ridley (ATL)355465J. Jefferson (MIN)285373D. Hopkins (ARI)455282S. Diggs (BUF)365092  A LA DEFENSIVA AARON DONALD (LAR)CAPTURAS DE QB7.5Jug. (Eq.)CQBM. Garret (CLE) 7.0J. Pierre-Paul (TB) 5.5B. Graham (FIL)5.0B. Dupree (PIT)5.0   XAVIER HOWARD (MIA)Intercepciones3JUG. (EQ.)CQBK. Fuller (WSH)4P. Desir (NYJ) 3C. Davis (TB)3T. Gipson Sr. (CHI)2   AMERICANA DIVISIÓN ESTEEQUIPOGPEDIV.CONF.Búfalo4202-03-2Miami3301-22-2N. Inglaterra2301-02-2NY Jets0600-20-4 DIVISIÓN NORTEPittsburgh5001-03-0Baltimore5102-03-1Cleveland4201-22-2Cincinnati1410-21-4  DIVISIÓN SURTennessee5002-04-0Indianapolis4200-12-2Houston1501-11-4Jacksonville1501-21-4  DIVISIÓN OESTEK. City5101-15-1Las Vegas3201-01-2Denver2300-02-2LA Chargers1400-11-1    NACIONAL DIVISIÓN ESTEEQUIPOGPEDIV.CONF.Dallas2401-02-3Filadelfia1410-11-2NY Giants1501-11-4Washington1501-11-3  DIVISIÓN NORTEChicago5101-05-0Green Bay4102-04-1Detroit2300-21-3Minnesota1500-10-3  DIVISIÓN SURTampa Bay4201-11-2N. Orleans3201-02-1Carolina3301-12-2Atlanta1500-11-5  DIVISIÓN OESTESeattle5000-03-0Arizona4201-03-2LA Rams4200-14-1San Francisco3301-12-2      POR CARRERA DERRICK HENRY (TENNESSEE) CarrerasYardasTouchdowns1245886 Jugador (Eq)CaYdTDD. Cook (MIN)924897R. Jones II (TB)974723M. Sanders (FIL)714343J. Mixon (CIN)1194283   POR RECEPCIÓN ROBBY ANDERSON (CAROLINA) RecepcionesYardasTouchdowns405661Jugador (Eq.)RYdTDC. Ridley (ATL)355465J. Jefferson (MIN)285373D. Hopkins (ARI)455282S. Diggs (BUF)365092  A LA DEFENSIVA AARON DONALD (LAR)CAPTURAS DE QB7.5Jug. (Eq.)CQBM. Garret (CLE) 7.0J. Pierre-Paul (TB) 5.5B. Graham (FIL)5.0B. Dupree (PIT)5.0   XAVIER HOWARD (MIA)Intercepciones3JUG. (EQ.)CQBK. Fuller (WSH)4P. Desir (NYJ) 3C. Davis (TB)3T. Gipson Sr. (CHI)2   AMERICANA DIVISIÓN ESTEEQUIPOGPEDIV.CONF.Búfalo4202-03-2Miami3301-22-2N. Inglaterra2301-02-2NY Jets0600-20-4 DIVISIÓN NORTEPittsburgh5001-03-0Baltimore5102-03-1Cleveland4201-22-2Cincinnati1410-21-4  DIVISIÓN SURTennessee5002-04-0Indianapolis4200-12-2Houston1501-11-4Jacksonville1501-21-4  DIVISIÓN OESTEK. City5101-15-1Las Vegas3201-01-2Denver2300-02-2LA Chargers1400-11-1    NACIONAL DIVISIÓN ESTEEQUIPOGPEDIV.CONF.Dallas2401-02-3Filadelfia1410-11-2NY Giants1501-11-4Washington1501-11-3  DIVISIÓN NORTEChicago5101-05-0Green Bay4102-04-1Detroit2300-21-3Minnesota1500-10-3  DIVISIÓN SURTampa Bay4201-11-2N. Orleans3201-02-1Carolina3301-12-2Atlanta1500-11-5  DIVISIÓN OESTESeattle5000-03-0Arizona4201-03-2LA Rams4200-14-1San Francisco3301-12-2      POR RECEPCIÓN ROBBY ANDERSON (CAROLINA) RecepcionesYardasTouchdowns405661Jugador (Eq.)RYdTDC. Ridley (ATL)355465J. Jefferson (MIN)285373D. Hopkins (ARI)455282S. Diggs (BUF)365092  A LA DEFENSIVA AARON DONALD (LAR)CAPTURAS DE QB7.5Jug. (Eq.)CQBM. Garret (CLE) 7.0J. Pierre-Paul (TB) 5.5B. Graham (FIL)5.0B. Dupree (PIT)5.0   XAVIER HOWARD (MIA)Intercepciones3JUG. (EQ.)CQBK. Fuller (WSH)4P. Desir (NYJ) 3C. Davis (TB)3T. Gipson Sr. (CHI)2   AMERICANA DIVISIÓN ESTEEQUIPOGPEDIV.CONF.Búfalo4202-03-2Miami3301-22-2N. Inglaterra2301-02-2NY Jets0600-20-4 DIVISIÓN NORTEPittsburgh5001-03-0Baltimore5102-03-1Cleveland4201-22-2Cincinnati1410-21-4  DIVISIÓN SURTennessee5002-04-0Indianapolis4200-12-2Houston1501-11-4Jacksonville1501-21-4  DIVISIÓN OESTEK. City5101-15-1Las Vegas3201-01-2Denver2300-02-2LA Chargers1400-11-1    NACIONAL DIVISIÓN ESTEEQUIPOGPEDIV.CONF.Dallas2401-02-3Filadelfia1410-11-2NY Giants1501-11-4Washington1501-11-3  DIVISIÓN NORTEChicago5101-05-0Green Bay4102-04-1Detroit2300-21-3Minnesota1500-10-3  DIVISIÓN SURTampa Bay4201-11-2N. Orleans3201-02-1Carolina3301-12-2Atlanta1500-11-5  DIVISIÓN OESTESeattle5000-03-0Arizona4201-03-2LA Rams4200-14-1San Francisco3301-12-2    ,https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189995&TipoTrans=8
232,Perjudican sus errores,,Sucumbe Dallas,"ARLINGTON (AP).- En el juego de Lunes por la Noche, el QB de Cardenales Kyler Murray se sintió como en casa en el AT&amp;T Stadium, hogar de los Vaqueros, un equipo perjudicado por sus errores.Arizona (4-2) aplastó ayer 38-10 a Dallas en un partido en la que las equivocaciones hundieron profundamente las aspiraciones del equipo local.Si los Vaqueros (2-4) quieren ganar sin Dak Prescott, quien se perderá la temporada por estar en recuperación de una fractura compuesta y la dislocación de su tobillo izquierdo, Ezekiel Elliott tendrá que aferrarse al balón, pues el corredor lo perdió en dos ocasiones en la cuarta derrota de su equipo en la temporada.Además, Andy Dalton, sustituto de Prescott, lanzó dos intercepciones para sumar a la mala temporada de Dallas en cuanto a pérdidas de balón. Sus errores, sumados a los de Elliott significaron dos anotaciones de sus rivales.En su regreso como profesional, puesto que ya había sido campeón en Arlington como colegial jugado para Oklahoma, Kyler Murray lanzó para dos anotaciones, aunque sus números fueron muy pobres, con apenas 188 yardas por pase y completando 9 d 24 recepciones.  (4-2) Arizona 38-10 Dallas (2-4)1234TCardenales02171038Vaqueros030710 SEMANA 7 Seattle vs.Arizona2:05 p. m.Dallas vs. Washington11:00 p. m.      ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189996&TipoTrans=8
